iter	MultiClass
455	0.5289040659
456	0.5277685672
457	0.5272506903
458	0.5265508131
459	0.5258491329
460	0.5254115808
461	0.5247661468
462	0.5237789917
463	0.5230992751
464	0.5223036521
465	0.5217162341
466	0.5209968443
467	0.5203508033
468	0.5196480759
469	0.5183389513
470	0.5176632608
471	0.5167500506
472	0.5159949038
473	0.5151208285
474	0.5140926118
475	0.5131770656
476	0.5124687481
477	0.5114138983
478	0.5104618986
479	0.5100861093
480	0.5090706824
481	0.5080357947
482	0.5070229258
483	0.5058559934
484	0.5050651881
485	0.5046765417
486	0.5036636578
487	0.5029343964
488	0.5020858154
489	0.5014249453
490	0.5007914132
491	0.5003797283
492	0.4995438631
493	0.4989267035
494	0.4983436723
495	0.4971538545
496	0.4961826612
497	0.4952901612
498	0.4943687
499	0.4936877798
